ID|GUID|History
482|f770b62bc8f42a0b66751fe636fc6eb0|"2020-10-11 18:00:04 , created via export from SQMS1"
483|e1e32e235eee1f970470a3a6658dfdd5|"2020-10-11 18:00:04 , created via export from SQMS1"
484|eba0dc302bcd9a273f8bbb72be3a687b|"2020-10-11 18:00:04 , created via export from SQMS1"
511|a760880003e7ddedfef56acb3b09697f|"2020-10-11 18:00:04 , created via export from SQMS1"
512|10a7cdd970fe135cf4f7bb55c0e3b59f|"2020-10-11 18:00:04 , created via export from SQMS1"
513|3dc4876f3f08201c7c76cb71fa1da439|"2020-10-11 18:00:04 , created via export from SQMS1"
514|59b90e1005a220e2ebc542eb9d950b1e|"2020-10-11 18:00:04 , created via export from SQMS1"
515|2b8a61594b1f4c4db0902a8a395ced93|"2020-10-11 18:00:04 , created via export from SQMS1"
516|f3f27a324736617f20abbf2ffd806f6d|"2020-10-11 18:00:04 , created via export from SQMS1"
517|38913e1d6a7b94cb0f55994f679f5956|"2020-10-11 18:00:04 , created via export from SQMS1"
518|ebd9629fc3ae5e9f6611e2ee05a31cef|"2020-10-11 18:00:04 , created via export from SQMS1"
519|63538fe6ef330c13a05a3ed7e599d5f7|"2020-10-11 18:00:04 , created via export from SQMS1"
520|cf67355a3333e6e143439161adc2d82e|"2020-10-11 18:00:04 , created via export from SQMS1"
521|07563a3fe3bbe7e3ba84431ad9d055af|"2020-10-11 18:00:04 , created via export from SQMS1"
522|53fde96fcc4b4ce72d7739202324cd49|"2020-10-11 18:00:04 , created via export from SQMS1"
523|2bb232c0b13c774965ef8558f0fbd615|"2020-10-11 18:00:04 , created via export from SQMS1"
527|13f320e7b5ead1024ac95c3b208610db|"2020-10-11 18:00:04 , created via export from SQMS1"
528|f4be00279ee2e0a53eafdaa94a151e2c|"2020-10-11 18:00:04 , created via export from SQMS1"
529|37f0e884fbad9667e38940169d0a3c95|"2020-10-11 18:00:04 , created via export from SQMS1"
530|d64a340bcb633f536d56e51874281454|"2020-10-11 18:00:04 , created via export from SQMS1"
531|0fcbc61acd0479dc77e3cccc0f5ffca7|"2020-10-11 18:00:04 , created via export from SQMS1"
532|298f95e1bf9136124592c8d4825a06fc|"2020-10-11 18:00:04 , created via export from SQMS1"
533|df877f3865752637daa540ea9cbc474f|"2020-10-11 18:00:04 , created via export from SQMS1"
534|c399862d3b9d6b76c8436e924a68c45b|"2020-10-11 18:00:04 , created via export from SQMS1"
535|33e8075e9970de0cfea955afd4644bb2|"2020-10-11 18:00:04 , created via export from SQMS1"
536|65658fde58ab3c2b6e5132a39fae7cb9|"2020-10-11 18:00:04 , created via export from SQMS1"
537|5ea1649a31336092c05438df996a3e59|"2020-10-11 18:00:04 , created via export from SQMS1"
538|7bcdf75ad237b8e02e301f4091fb6bc8|"2020-10-11 18:00:04 , created via export from SQMS1"
539|5737034557ef5b8c02c0e46513b98f90|"2020-10-11 18:00:04 , created via export from SQMS1"
540|9b72e31dac81715466cd580a448cf823|"2020-10-11 18:00:04 , created via export from SQMS1"
541|16c222aa19898e5058938167c8ab6c57|"2020-10-11 18:00:04 , created via export from SQMS1"
542|7dcd340d84f762eba80aa538b0c527f7|"2020-10-11 18:00:04 , created via export from SQMS1"
543|81448138f5f163ccdba4acc69819f280|"2020-10-11 18:00:04 , created via export from SQMS1"
544|97e8527feaf77a97fc38f34216141515|"2020-10-11 18:00:04 , created via export from SQMS1"
545|647bba344396e7c8170902bcf2e15551|"2020-10-11 18:00:04 , created via export from SQMS1"
546|ed265bc903a5a097f61d3ec064d96d2e|"2020-10-11 18:00:04 , created via export from SQMS1"
547|c75b6f114c23a4d7ea11331e7c00e73c|"2020-10-11 18:00:04 , created via export from SQMS1"
548|8d34201a5b85900908db6cae92723617|"2020-10-11 18:00:04 , created via export from SQMS1"
549|ccb1d45fb76f7c5a0bf619f979c6cf36|"2020-10-11 18:00:04 , created via export from SQMS1"
550|01f78be6f7cad02658508fe4616098a9|"2020-10-11 18:00:04 , created via export from SQMS1"
551|7f24d240521d99071c93af3917215ef7|"2020-10-11 18:00:04 , created via export from SQMS1"
552|94c7bb58efc3b337800875b5d382a072|"2020-10-11 18:00:04 , created via export from SQMS1"
553|f387624df552cea2f369918c5e1e12bc|"2020-10-11 18:00:04 , created via export from SQMS1"
554|5e388103a391daabe3de1d76a6739ccd|"2020-10-11 18:00:04 , created via export from SQMS1"
555|15de21c670ae7c3f6f3f1f37029303c9|"2020-10-11 18:00:04 , created via export from SQMS1"
556|11b921ef080f7736089c757404650e40|"2020-10-11 18:00:04 , created via export from SQMS1"
590|08b255a5d42b89b0585260b6f2360bdd|"2020-10-11 18:00:04 , created via export from SQMS1"
591|3493894fa4ea036cfc6433c3e2ee63b0|"2020-10-11 18:00:04 , created via export from SQMS1"
592|dbe272bab69f8e13f14b405e038deb64|"2020-10-11 18:00:04 , created via export from SQMS1"
593|acc3e0404646c57502b480dc052c4fe1|"2020-10-11 18:00:04 , created via export from SQMS1"
594|076a0c97d09cf1a0ec3e19c7f2529f2b|"2020-10-11 18:00:04 , created via export from SQMS1"
595|04ecb1fa28506ccb6f72b12c0245ddbc|"2020-10-11 18:00:04 , created via export from SQMS1"
596|b2eeb7362ef83deff5c7813a67e14f0a|"2020-10-11 18:00:04 , created via export from SQMS1"
597|08c5433a60135c32e34f46a71175850c|"2020-10-11 18:00:04 , created via export from SQMS1"
598|6aca97005c68f1206823815f66102863|"2020-10-11 18:00:04 , created via export from SQMS1"
599|3435c378bb76d4357324dd7e69f3cd18|"2020-10-11 18:00:04 , created via export from SQMS1"
600|d490d7b4576290fa60eb31b5fc917ad1|"2020-10-11 18:00:04 , created via export from SQMS1"
601|b2f627fff19fda463cb386442eac2b3d|"2020-10-11 18:00:04 , created via export from SQMS1"
605|c361bc7b2c033a83d663b8d9fb4be56e|"2020-10-11 18:00:04 , created via export from SQMS1"
606|44c4c17332cace2124a1a836d9fc4b6f|"2020-10-11 18:00:04 , created via export from SQMS1"
607|dc82d632c9fcecb0778afbc7924494a6|"2020-10-11 18:00:04 , created via export from SQMS1"
608|996a7fa078cc36c46d02f9af3bef918b|"2020-10-11 18:00:04 , created via export from SQMS1"
609|d7a728a67d909e714c0774e22cb806f2|"2020-10-11 18:00:04 , created via export from SQMS1"
610|00ac8ed3b4327bdd4ebbebcb2ba10a00|"2020-10-11 18:00:04 , created via export from SQMS1"
611|8ebda540cbcc4d7336496819a46a1b68|"2020-10-11 18:00:04 , created via export from SQMS1"
612|f76a89f0cb91bc419542ce9fa43902dc|"2020-10-11 18:00:04 , created via export from SQMS1"
613|f29c21d4897f78948b91f03172341b7b|"2020-10-11 18:00:04 , created via export from SQMS1"
614|851ddf5058cf22df63d3344ad89919cf|"2020-10-11 18:00:04 , created via export from SQMS1"
615|58d4d1e7b1e97b258c9ed0b37e02d087|"2020-10-11 18:00:04 , created via export from SQMS1"
616|7750ca3559e5b8e1f44210283368fc16|"2020-10-11 18:00:04 , created via export from SQMS1"
617|5d44ee6f2c3f71b73125876103c8f6c4|"2020-10-11 18:00:04 , created via export from SQMS1"
618|eb6fdc36b281b7d5eabf33396c2683a2|"2020-10-11 18:00:04 , created via export from SQMS1"
619|cdc0d6e63aa8e41c89689f54970bb35f|"2020-10-11 18:00:04 , created via export from SQMS1"
620|b73dfe25b4b8714c029b37a6ad3006fa|"2020-10-11 18:00:04 , created via export from SQMS1"
621|85fc37b18c57097425b52fc7afbb6969|"2020-10-11 18:00:04 , created via export from SQMS1"
622|3871bd64012152bfb53fdf04b401193f|"2020-10-11 18:00:04 , created via export from SQMS1"
623|a733fa9b25f33689e2adbe72199f0e62|"2020-10-11 18:00:04 , created via export from SQMS1"
624|48ab2f9b45957ab574cf005eb8a76760|"2020-10-11 18:00:04 , created via export from SQMS1"
625|233509073ed3432027d48b1a83f5fbd2|"2020-10-11 18:00:04 , created via export from SQMS1"
626|45645a27c4f1adc8a7a835976064a86d|"2020-10-11 18:00:04 , created via export from SQMS1"
627|185c29dc24325934ee377cfda20e414c|"2020-10-11 18:00:04 , created via export from SQMS1"
628|42e77b63637ab381e8be5f8318cc28a2|"2020-10-11 18:00:04 , created via export from SQMS1"
629|051e4e127b92f5d98d3c79b195f2b291|"2020-10-11 18:00:04 , created via export from SQMS1"
630|9cc138f8dc04cbf16240daa92d8d50e2|"2020-10-11 18:00:04 , created via export from SQMS1"
631|b7bb35b9c6ca2aee2df08cf09d7016c2|"2020-10-11 18:00:04 , created via export from SQMS1"
661|3a066bda8c96b9478bb0512f0a43028c|"2020-10-11 18:00:04 , created via export from SQMS1"
662|be3159ad04564bfb90db9e32851ebf9c|"2020-10-11 18:00:04 , created via export from SQMS1"
663|8757150decbd89b0f5442ca3db4d0e0e|"2020-10-11 18:00:04 , created via export from SQMS1"
664|2291d2ec3b3048d1a6f86c2c4591b7e0|"2020-10-11 18:00:04 , created via export from SQMS1"
665|84117275be999ff55a987b9381e01f96|"2020-10-11 18:00:04 , created via export from SQMS1"
666|fae0b27c451c728867a567e8c1bb4e53|"2020-10-11 18:00:04 , created via export from SQMS1"
667|b5dc4e5d9b495d0196f61d45b26ef33e|"2020-10-11 18:00:04 , created via export from SQMS1"
668|192fc044e74dffea144f9ac5dc9f3395|"2020-10-11 18:00:04 , created via export from SQMS1"
669|5c04925674920eb58467fb52ce4ef728|"2020-10-11 18:00:04 , created via export from SQMS1"
670|17c276c8e723eb46aef576537e9d56d0|"2020-10-11 18:00:04 , created via export from SQMS1"
673|9f396fe44e7c05c16873b05ec425cbad|"2020-10-11 18:00:04 , created via export from SQMS1"
674|0d7de1aca9299fe63f3e0041f02638a3|"2020-10-11 18:00:04 , created via export from SQMS1"
675|8fecb20817b3847419bb3de39a609afe|"2020-10-11 18:00:04 , created via export from SQMS1"
676|dc6a70712a252123c40d2adba6a11d84|"2020-10-11 18:00:04 , created via export from SQMS1"
677|71a3cb155f8dc89bf3d0365288219936|"2020-10-11 18:00:04 , created via export from SQMS1"
678|9fe8593a8a330607d76796b35c64c600|"2020-10-11 18:00:04 , created via export from SQMS1"
679|ca9c267dad0305d1a6308d2a0cf1c39c|"2020-10-11 18:00:04 , created via export from SQMS1"
680|fccb3cdc9acc14a6e70a12f74560c026|"2020-10-11 18:00:04 , created via export from SQMS1"
681|1595af6435015c77a7149e92a551338e|"2020-10-11 18:00:04 , created via export from SQMS1"
682|08d98638c6fcd194a4b1e6992063e944|"2020-10-11 18:00:04 , created via export from SQMS1"
683|24681928425f5a9133504de568f5f6df|"2020-10-11 18:00:04 , created via export from SQMS1"
684|556f391937dfd4398cbac35e050a2177|"2020-10-11 18:00:04 , created via export from SQMS1"
715|8df707a948fac1b4a0f97aa554886ec8|"2020-10-11 18:00:04 , created via export from SQMS1"
716|e7f8a7fb0b77bcb3b283af5be021448f|"2020-10-11 18:00:04 , created via export from SQMS1"
717|788d986905533aba051261497ecffcbb|"2020-10-11 18:00:04 , created via export from SQMS1"
718|50c3d7614917b24303ee6a220679dab3|"2020-10-11 18:00:04 , created via export from SQMS1"
719|2afe4567e1bf64d32a5527244d104cea|"2020-10-11 18:00:04 , created via export from SQMS1"
720|5f2c22cb4a5380af7ca75622a6426917|"2020-10-11 18:00:04 , created via export from SQMS1"
721|aba3b6fd5d186d28e06ff97135cade7f|"2020-10-11 18:00:04 , created via export from SQMS1"
722|c8ed21db4f678f3b13b9d5ee16489088|"2020-10-11 18:00:04 , created via export from SQMS1"
723|08419be897405321542838d77f855226|"2020-10-11 18:00:04 , created via export from SQMS1"
724|7f1171a78ce0780a2142a6eb7bc4f3c8|"2020-10-11 18:00:04 , created via export from SQMS1"
725|82f2b308c3b01637c607ce05f52a2fed|"2020-10-11 18:00:04 , created via export from SQMS1"
726|0d3180d672e08b4c5312dcdafdf6ef36|"2020-10-11 18:00:04 , created via export from SQMS1"
727|fb89705ae6d743bf1e848c206e16a1d7|"2020-10-11 18:00:04 , created via export from SQMS1"
728|d4c2e4a3297fe25a71d030b67eb83bfc|"2020-10-11 18:00:04 , created via export from SQMS1"
729|5751ec3e9a4feab575962e78e006250d|"2020-10-11 18:00:04 , created via export from SQMS1"
730|d5cfead94f5350c12c322b5b664544c1|"2020-10-11 18:00:04 , created via export from SQMS1"
731|59c33016884a62116be975a9bb8257e3|"2020-10-11 18:00:04 , created via export from SQMS1"
732|ba3866600c3540f67c1e9575e213be0a|"2020-10-11 18:00:04 , created via export from SQMS1"
733|6c29793a140a811d0c45ce03c1c93a28|"2020-10-11 18:00:04 , created via export from SQMS1"
734|e995f98d56967d946471af29d7bf99f1|"2020-10-11 18:00:04 , created via export from SQMS1"
735|6cd67d9b6f0150c77bda2eda01ae484c|"2020-10-11 18:00:04 , created via export from SQMS1"
736|6bc24fc1ab650b25b4114e93a98f1eba|"2020-10-11 18:00:04 , created via export from SQMS1"
737|a5cdd4aa0048b187f7182f1b9ce7a6a7|"2020-10-11 18:00:04 , created via export from SQMS1"
738|217eedd1ba8c592db97d0dbe54c7adfc|"2020-10-11 18:00:04 , created via export from SQMS1"
739|df263d996281d984952c07998dc54358|"2020-10-11 18:00:04 , created via export from SQMS1"
740|edfbe1afcf9246bb0d40eb4d8027d90f|"2020-10-11 18:00:04 , created via export from SQMS1"
741|2e65f2f2fdaf6c699b223c61b1b5ab89|"2020-10-11 18:00:04 , created via export from SQMS1"
742|e94550c93cd70fe748e6982b3439ad3b|"2020-10-11 18:00:04 , created via export from SQMS1"
743|5c572eca050594c7bc3c36e7e8ab9550|"2020-10-11 18:00:04 , created via export from SQMS1"
744|0537fb40a68c18da59a35c2bfe1ca554|"2020-10-11 18:00:04 , created via export from SQMS1"
775|c0f168ce8900fa56e57789e2a2f2c9d0|"2020-10-11 18:00:04 , created via export from SQMS1"
776|8c6744c9d42ec2cb9e8885b54ff744d0|"2020-10-11 18:00:04 , created via export from SQMS1"
777|f1c1592588411002af340cbaedd6fc33|"2020-10-11 18:00:04 , created via export from SQMS1"
778|e07413354875be01a996dc560274708e|"2020-10-11 18:00:04 , created via export from SQMS1"
779|67d96d458abdef21792e6d8e590244e7|"2020-10-11 18:00:04 , created via export from SQMS1"
780|a8e864d04c95572d1aece099af852d0a|"2020-10-11 18:00:04 , created via export from SQMS1"
781|7143d7fbadfa4693b9eec507d9d37443|"2020-10-11 18:00:04 , created via export from SQMS1"
782|72da7fd6d1302c0a159f6436d01e9eb0|"2020-10-11 18:00:04 , created via export from SQMS1"
783|6e0721b2c6977135b916ef286bcb49ec|"2020-10-11 18:00:04 , created via export from SQMS1"
784|fc8001f834f6a5f0561080d134d53d29|"2020-10-11 18:00:04 , created via export from SQMS1"
785|4b04a686b0ad13dce35fa99fa4161c65|"2020-10-11 18:00:04 , created via export from SQMS1"
786|61b4a64be663682e8cb037d9719ad8cd|"2020-10-11 18:00:04 , created via export from SQMS1"
787|3621f1454cacf995530ea53652ddf8fb|"2020-10-11 18:00:04 , created via export from SQMS1"
788|c15da1f2b5e5ed6e6837a3802f0d1593|"2020-10-11 18:00:04 , created via export from SQMS1"
789|68053af2923e00204c3ca7c6a3150cf7|"2020-10-11 18:00:04 , created via export from SQMS1"
790|2dace78f80bc92e6d7493423d729448e|"2020-10-11 18:00:04 , created via export from SQMS1"
791|df7f28ac89ca37bf1abd2f6c184fe1cf|"2020-10-11 18:00:04 , created via export from SQMS1"
792|96ea64f3a1aa2fd00c72faacf0cb8ac9|"2020-10-11 18:00:04 , created via export from SQMS1"
793|da8ce53cf0240070ce6c69c48cd588ee|"2020-10-11 18:00:04 , created via export from SQMS1"
794|82489c9737cc245530c7a6ebef3753ec|"2020-10-11 18:00:04 , created via export from SQMS1"
795|7c590f01490190db0ed02a5070e20f01|"2020-10-11 18:00:04 , created via export from SQMS1"
796|35cf8659cfcb13224cbd47863a34fc58|"2020-10-11 18:00:04 , created via export from SQMS1"
797|beb22fb694d513edcf5533cf006dfeae|"2020-10-11 18:00:04 , created via export from SQMS1"
798|9e3cfc48eccf81a0d57663e129aef3cb|"2020-10-11 18:00:04 , created via export from SQMS1"
799|28267ab848bcf807b2ed53c3a8f8fc8a|"2020-10-11 18:00:04 , created via export from SQMS1"
800|7a53928fa4dd31e82c6ef826f341daec|"2020-10-11 18:00:04 , created via export from SQMS1"
801|1905aedab9bf2477edc068a355bba31a|"2020-10-11 18:00:04 , created via export from SQMS1"
802|1141938ba2c2b13f5505d7c424ebae5f|"2020-10-11 18:00:04 , created via export from SQMS1"
803|1aa48fc4880bb0c9b8a3bf979d3b917e|"2020-10-11 18:00:04 , created via export from SQMS1"
804|dc5689792e08eb2e219dce49e64c885b|"2020-10-11 18:00:04 , created via export from SQMS1"
805|846c260d715e5b854ffad5f70a516c88|"2020-10-11 18:00:04 , created via export from SQMS1"
806|d58072be2820e8682c0a27c0518e805e|"2020-10-11 18:00:04 , created via export from SQMS1"
807|6e7b33fdea3adc80ebd648fffb665bb8|"2020-10-11 18:00:04 , created via export from SQMS1"
808|a8ecbabae151abacba7dbde04f761c37|"2020-10-11 18:00:04 , created via export from SQMS1"
809|32b30a250abd6331e03a2a1f16466346|"2020-10-11 18:00:04 , created via export from SQMS1"
810|b6edc1cd1f36e45daf6d7824d7bb2283|"2020-10-11 18:00:04 , created via export from SQMS1"
811|670e8a43b246801ca1eaca97b3e19189|"2020-10-11 18:00:04 , created via export from SQMS1"
812|81e74d678581a3bb7a720b019f4f1a93|"2020-10-11 18:00:04 , created via export from SQMS1"
813|e0cf1f47118daebc5b16269099ad7347|"2020-10-11 18:00:04 , created via export from SQMS1"
814|96b9bff013acedfb1d140579e2fbeb63|"2020-10-11 18:00:04 , created via export from SQMS1"
815|71ad16ad2c4d81f348082ff6c4b20768|"2020-10-11 18:00:04 , created via export from SQMS1"
816|43fa7f58b7eac7ac872209342e62e8f1|"2020-10-11 18:00:04 , created via export from SQMS1"
817|31839b036f63806cba3f47b93af8ccb5|"2020-10-11 18:00:04 , created via export from SQMS1"
818|f0adc8838f4bdedde4ec2cfad0515589|"2020-10-11 18:00:04 , created via export from SQMS1"
819|3b5dca501ee1e6d8cd7b905f4e1bf723|"2020-10-11 18:00:04 , created via export from SQMS1"
820|e2a2dcc36a08a345332c751b2f2e476c|"2020-10-11 18:00:04 , created via export from SQMS1"
821|4558dbb6f6f8bb2e16d03b85bde76e2c|"2020-10-11 18:00:04 , created via export from SQMS1"
822|afda332245e2af431fb7b672a68b659d|"2020-10-11 18:00:04 , created via export from SQMS1"
823|632cee946db83e7a52ce5e8d6f0fed35|"2020-10-11 18:00:04 , created via export from SQMS1"
824|677e09724f0e2df9b6c000b75b5da10d|"2020-10-11 18:00:04 , created via export from SQMS1"
825|d554f7bb7be44a7267068a7df88ddd20|"2020-10-11 18:00:04 , created via export from SQMS1"
826|795c7a7a5ec6b460ec00c5841019b9e9|"2020-10-11 18:00:04 , created via export from SQMS1"
827|fa3a3c407f82377f55c19c5d403335c7|"2020-10-11 18:00:04 , created via export from SQMS1"
828|c2626d850c80ea07e7511bbae4c76f4b|"2020-10-11 18:00:04 , created via export from SQMS1"
829|ce78d1da254c0843eb23951ae077ff5f|"2020-10-11 18:00:04 , created via export from SQMS1"
857|847cc55b7032108eee6dd897f3bca8a5|"2020-10-11 18:00:04 , created via export from SQMS1"
858|a67f096809415ca1c9f112d96d27689b|"2020-10-11 18:00:04 , created via export from SQMS1"
859|2a084e55c87b1ebcdaad1f62fdbbac8e|"2020-10-11 18:00:04 , created via export from SQMS1"
860|fc49306d97602c8ed1be1dfbf0835ead|"2020-10-11 18:00:04 , created via export from SQMS1"
861|f9a40a4780f5e1306c46f1c8daecee3b|"2020-10-11 18:00:04 , created via export from SQMS1"
862|5ec91aac30eae62f4140325d09b9afd0|"2020-10-11 18:00:04 , created via export from SQMS1"
863|19b650660b253761af189682e03501dd|"2020-10-11 18:00:04 , created via export from SQMS1"
864|1fc214004c9481e4c8073e85323bfd4b|"2020-10-11 18:00:04 , created via export from SQMS1"
865|3b3dbaf68507998acd6a5a5254ab2d76|"2020-10-11 18:00:04 , created via export from SQMS1"
866|ca8155f4d27f205953f9d3d7974bdd70|"2020-10-11 18:00:04 , created via export from SQMS1"
867|ede7e2b6d13a41ddf9f4bdef84fdc737|"2020-10-11 18:00:04 , created via export from SQMS1"
868|dd45045f8c68db9f54e70c67048d32e8|"2020-10-11 18:00:04 , created via export from SQMS1"
869|49c9adb18e44be0711a94e827042f630|"2020-10-11 18:00:04 , created via export from SQMS1"
870|22fb0cee7e1f3bde58293de743871417|"2020-10-11 18:00:04 , created via export from SQMS1"
871|aeb3135b436aa55373822c010763dd54|"2020-10-11 18:00:04 , created via export from SQMS1"
872|43feaeeecd7b2fe2ae2e26d917b6477d|"2020-10-11 18:00:04 , created via export from SQMS1"
873|98d6f58ab0dafbb86b083a001561bb34|"2020-10-11 18:00:04 , created via export from SQMS1"
874|51ef186e18dc00c2d31982567235c559|"2020-10-11 18:00:04 , created via export from SQMS1"
875|4b0a59ddf11c58e7446c9df0da541a84|"2020-10-11 18:00:04 , created via export from SQMS1"
876|67d16d00201083a2b118dd5128dd6f59|"2020-10-11 18:00:04 , created via export from SQMS1"
877|352407221afb776e3143e8a1a0577885|"2020-10-11 18:00:04 , created via export from SQMS1"
878|dd8eb9f23fbd362da0e3f4e70b878c16|"2020-10-11 18:00:04 , created via export from SQMS1"
879|d516b13671a4179d9b7b458a6ebdeb92|"2020-10-11 18:00:04 , created via export from SQMS1"
880|1f50893f80d6830d62765ffad7721742|"2020-10-11 18:00:04 , created via export from SQMS1"
881|7504adad8bb96320eb3afdd4df6e1f60|"2020-10-11 18:00:04 , created via export from SQMS1"
990383|d439ad36bafde98f768a6004c985868d|"2020-10-11 18:00:04 , created via export from SQMS1"
990384|9359ed62d7b1f98a0876699711d1e560|"2020-10-11 18:00:04 , created via export from SQMS1"
990385|90c27950fd615abe4bc4185479c99c15|"2020-10-11 18:00:04 , created via export from SQMS1"
990386|56fb3157cb7ddcb2434c671f745b8063|"2020-10-11 18:00:04 , created via export from SQMS1"
990387|daa84d602cdb413117d071ca5855e2c9|"2020-10-11 18:00:04 , created via export from SQMS1"
990388|e9a7dfcf89930c987083c0fbd23b9125|"2020-10-11 18:00:04 , created via export from SQMS1"
990389|8f5a81dad6eaa18152cfdcdccf4a9b56|"2020-10-11 18:00:04 , created via export from SQMS1"
990390|e9ec282f481ba72873a5ba82914e1512|"2020-10-11 18:00:04 , created via export from SQMS1"
990391|936f79327d0b9664010db4e2e366e494|"2020-10-11 18:00:04 , created via export from SQMS1"
990392|654d857c9f7dd47f985fa0a21080927a|"2020-10-11 18:00:04 , created via export from SQMS1"
990393|0d8f314ea2d9d99faf6a43b331d635c6|"2020-10-11 18:00:04 , created via export from SQMS1"
990394|e30283c2bdb066ba8a81471cb8d303fd|"2020-10-11 18:00:04 , created via export from SQMS1"
990395|877c1ea60c39b1968901128b566987c4|"2020-10-11 18:00:04 , created via export from SQMS1"
990396|b021cc3a5da402bb4d8bbc5e19f93ea1|"2020-10-11 18:00:04 , created via export from SQMS1"
990397|59666268467abd46dc573e2cadb5fbd3|"2020-10-11 18:00:04 , created via export from SQMS1"
990399|df3bae493e3cf0dd85bc73fc69f9df72|"2020-10-11 18:00:04 , created via export from SQMS1"
990400|aef58b3bab1229ff9405cf2f28374053|"2020-10-11 18:00:04 , created via export from SQMS1"
990401|4e7a3b8d0d9602d78e577e4ea054c395|"2020-10-11 18:00:04 , created via export from SQMS1"
990402|e44607ae829fab23593821c57f80a6d5|"2020-10-11 18:00:04 , created via export from SQMS1"
990403|a418ce46ce6582ec41fc12804670c9b1|"2020-10-11 18:00:04 , created via export from SQMS1"
990404|25ad1a6ae4d50b0abfb86759b4f55032|"2020-10-11 18:00:04 , created via export from SQMS1"
990405|b798c9f9e2af69c3a5b950a06e4ade8e|"2020-10-11 18:00:04 , created via export from SQMS1"
990406|c9287928b14bf4afef2682835dab5d3b|"2020-10-11 18:00:04 , created via export from SQMS1"
990407|47935f600d283e2d28096193c38fe803|"2020-10-11 18:00:04 , created via export from SQMS1"
990408|a9df7d1b5b525a68d10068653d799ef6|"2020-10-11 18:00:04 , created via export from SQMS1"
990409|cba376dba77dac957dd0569b30b4487e|"2020-10-11 18:00:04 , created via export from SQMS1"
990410|edab8bac899a7d79f6ed35764bea7f8d|"2020-10-11 18:00:04 , created via export from SQMS1"
990411|b869cdaafbaf77d8567d67c5aa29d20a|"2020-10-11 18:00:04 , created via export from SQMS1"
990412|d9ab8077a90ae4ecafdfbaaa0be17e56|"2020-10-11 18:00:04 , created via export from SQMS1"
990413|186aa4c7e004d29984cc4c94eec5dad4|"2020-10-11 18:00:04 , created via export from SQMS1"
990414|01e2db2a2004066f0d985cc4370ddf14|"2020-10-11 18:00:04 , created via export from SQMS1"
990415|64146feb591364c6fa4e8e4775463740|"2020-10-11 18:00:04 , created via export from SQMS1"
990416|b16b6f3281109f34b5538a4cc0b18891|"2020-10-11 18:00:04 , created via export from SQMS1"
990417|fcd6eede2b1df9ba0987b9194b2997af|"2020-10-11 18:00:04 , created via export from SQMS1"
990418|6eee2fc3bbce49ebf3e8d72041a8f864|"2020-10-11 18:00:04 , created via export from SQMS1"
990419|72417d9b21b4f837cb1c419e369081fc|"2020-10-11 18:00:04 , created via export from SQMS1"
990420|c4463e41a5f22bef9d1ce6785d056788|"2020-10-11 18:00:04 , created via export from SQMS1"
990421|2bed4e9f39f2ea13c9a2a099a69e8032|"2020-10-11 18:00:04 , created via export from SQMS1"
990422|8614058bfceaf2127ea3b022482b9102|"2020-10-11 18:00:04 , created via export from SQMS1"
990423|ecd9d377ff6c7bd209fd7c4dbfc6d3b3|"2020-10-11 18:00:04 , created via export from SQMS1"
990424|795549ed1e1aed540f0dacf856b6d0cc|"2020-10-11 18:00:04 , created via export from SQMS1"
990425|871f684692e0f1d5c3f6aa66655d9a79|"2020-10-11 18:00:04 , created via export from SQMS1"
990426|2b28feb1159ba48093a33b8ed3074f41|"2020-10-11 18:00:04 , created via export from SQMS1"
990427|01dd565b7c7a7a742792da478fd40e7a|"2020-10-11 18:00:04 , created via export from SQMS1"
990428|6dfb35ba74e7027de473e1be55c184e9|"2020-10-11 18:00:04 , created via export from SQMS1"
990429|31a44df88a1ae9b673e3e0ed65b7089e|"2020-10-11 18:00:04 , created via export from SQMS1"
990430|50a1e1182fa37d425d2dfe969b442f18|"2020-10-11 18:00:04 , created via export from SQMS1"
990431|4ac4ca66f2df54a5e01b7712343cccc1|"2020-10-11 18:00:04 , created via export from SQMS1"
990432|d23b6f9a482f406aba832784fa401b74|"2020-10-11 18:00:04 , created via export from SQMS1"
990433|7f3c804f99d81bc7d07a195cdec4ba3a|"2020-10-11 18:00:04 , created via export from SQMS1"
990434|64bc90c9069ab5618af51a24c67d6383|"2020-10-11 18:00:04 , created via export from SQMS1"
990439|aa9e84ac0759bf110ed1126fe9c31ac2|"2020-10-11 18:00:04 , created via export from SQMS1"
990440|ed941af9194f99aa4f0308fb084c81d7|"2020-10-11 18:00:04 , created via export from SQMS1"
990441|67673b084c16146033127b81994b53dd|"2020-10-11 18:00:04 , created via export from SQMS1"
990442|453fcc2c3daf5e58005346912e2e13c9|"2020-10-11 18:00:04 , created via export from SQMS1"
990443|e510eddd7959012e7e7bdc9a53784b67|"2020-10-11 18:00:04 , created via export from SQMS1"
990445|19c513e54f05c42f890df86dc7d89ccf|"2020-10-11 18:00:04 , created via export from SQMS1"
990446|5597dd95d14927cab299aef48d2fd56c|"2020-10-11 18:00:04 , created via export from SQMS1"
990448|757c0475617658600186bc51bc6f3850|"2020-10-11 18:00:04 , created via export from SQMS1"
990449|83fbf2d4513818edca73fbb83318b5bd|"2020-10-11 18:00:04 , created via export from SQMS1"
990450|87f7d869e60de08ecca9898ac72ba6ca|"2020-10-11 18:00:04 , created via export from SQMS1"
